timestamp,trial_id,inspection_point_id,state,grip_event,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,base_fx,base_fy,base_fz,base_tx,base_ty,base_tz,base_dfx,base_dfy,base_dfz,base_dtx,base_dty,base_dtz,tool_fx,tool_fy,tool_fz,tool_tx,tool_ty,tool_tz,tool_dfx,tool_dfy,tool_dfz,tool_dtx,tool_dty,tool_dtz,entry_force_n,entry_depth_mm,pull_force_n,pull_displacement_mm,gripper_width,gripper_state
2026-09-21T10:37:22.347+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,SOFT_GRIP_COMMAND,673.2687377929688,60.54356002807617,486.68743896484375,178.5991973876953,-89.77903747558594,-179.94192504882812,-2.8159,-2.6925,0.9932,0.2363,-0.0058,0.0009,-0.0518,0.0007,0.0817,0.0375,-0.0009,0.0001,-1.0066,-2.7596,-2.7454,0.2363,-0.0058,0.0009,-0.0819,-0.0005,-0.0515,0.0375,-0.0009,0.0001,,,,,109.2,moving
2026-09-21T10:37:26.157+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,ENTRY_MOTION_START_WIDTH_REACHED,673.0925903320312,60.379398345947266,486.8796081542969,178.5896453857422,-89.76367950439453,-179.95016479492188,-1.915,-2.1468,1.1539,0.4387,-0.0108,0.0018,0.849,0.5464,0.2424,0.2399,-0.0059,0.001,-1.1635,-2.1923,-1.8568,0.4387,-0.0108,0.0018,-0.2388,0.5668,0.837,0.2399,-0.0059,0.001,,,,,24.8,moving
2026-09-21T10:37:26.188+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.0925903320312,60.379398345947266,486.8796081542969,178.5896453857422,-89.76367950439453,-179.95001220703125,-1.915,-2.1468,1.1539,0.4387,-0.0108,0.0018,0.849,0.5464,0.2424,0.2399,-0.0059,0.001,-1.1635,-2.1923,-1.8568,0.4387,-0.0108,0.0018,-0.2388,0.5668,0.837,0.2399,-0.0059,0.001,0.849,-0.1806,,,24.6,moving
2026-09-21T10:37:26.245+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.0944213867188,60.37987518310547,486.876220703125,178.58966064453125,-89.7639389038086,-179.95022583007812,-1.8722,-2.1419,1.1613,0.4377,-0.0108,0.0018,0.8919,0.5513,0.2498,0.2389,-0.0059,0.001,-1.1707,-2.1863,-1.8141,0.4377,-0.0108,0.0018,-0.246,0.5727,0.8798,0.2389,-0.0059,0.001,0.8919,-0.1788,,,24.3,moving
2026-09-21T10:37:26.301+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.1336669921875,60.38886642456055,486.80401611328125,178.58998107910156,-89.76988220214844,-179.95248413085938,-2.2047,-2.1546,1.1955,0.4392,-0.0108,0.0018,0.5594,0.5386,0.284,0.2404,-0.006,0.001,-1.206,-2.2072,-2.1462,0.4392,-0.0108,0.0018,-0.2813,0.5518,0.5477,0.2404,-0.006,0.001,0.5594,-0.1395,,,24.1,moving
2026-09-21T10:37:26.358+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.285400390625,60.42727279663086,486.55023193359375,178.5926055908203,-89.79032897949219,-179.96713256835938,-2.2047,-2.1546,1.1955,0.4392,-0.0108,0.0018,0.5594,0.5386,0.284,0.2404,-0.006,0.001,-1.206,-2.2072,-2.1462,0.4392,-0.0108,0.0018,-0.2813,0.5518,0.5477,0.2404,-0.006,0.001,0.5594,0.0122,,,23.8,moving
2026-09-21T10:37:26.414+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.5975952148438,60.45238494873047,486.29193115234375,178.5955047607422,-89.81304168701172,-179.97911071777344,-3.8659,-2.2061,1.1701,0.4451,-0.0109,0.0016,-1.1018,0.4871,0.2587,0.2463,-0.0061,0.0009,-1.1838,-2.2997,-3.8067,0.4451,-0.0109,0.0016,-0.2591,0.4593,-1.1128,0.2463,-0.0061,0.0009,1.1018,0.3244,,,23.3,moving
2026-09-21T10:37:26.471+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,674.1038818359375,60.46596145629883,486.39117431640625,178.59609985351562,-89.80602264404297,-179.97250366210938,-3.8659,-2.2061,1.1701,0.4451,-0.0109,0.0016,-1.1018,0.4871,0.2587,0.2463,-0.0061,0.0009,-1.1838,-2.2997,-3.8067,0.4451,-0.0109,0.0016,-0.2591,0.4593,-1.1128,0.2463,-0.0061,0.0009,1.1018,0.8307,,,22.9,moving
2026-09-21T10:37:26.527+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,674.681884765625,60.478118896484375,486.4212951660156,178.59646606445312,-89.80471801757812,-179.9636993408203,-4.2091,-2.1107,0.9442,0.3593,-0.0088,0.0012,-1.445,0.5825,0.0327,0.1605,-0.004,0.0005,-0.9594,-2.2127,-4.1529,0.3593,-0.0088,0.0012,-0.0348,0.5464,-1.459,0.1605,-0.004,0.0005,1.445,1.4087,,,22.4,moving
2026-09-21T10:37:26.582+09:00,TRIAL_01_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,675.25341796875,60.495365142822266,486.3998718261719,178.5977783203125,-89.8074722290039,-179.96322631835938,-4.2091,-2.1107,0.9442,0.3593,-0.0088,0.0012,-1.445,0.5825,0.0327,0.1605,-0.004,0.0005,-0.9594,-2.2127,-4.1529,0.3593,-0.0088,0.0012,-0.0348,0.5464,-1.459,0.1605,-0.004,0.0005,1.445,1.9802,,,21.8,moving
