host_time,target_dy_mm,selected_solution_space,actual_solution_space,freedom_score,joint_limit_margin,elbow_margin,wrist_margin,max_command_joint_change_deg,move_elapsed_s,position_error_mm,orientation_error_deg,within_tolerance,target_x_mm,actual_x_mm,error_x_mm,delta_x_mm,target_y_mm,actual_y_mm,error_y_mm,delta_y_mm,target_z_mm,actual_z_mm,error_z_mm,delta_z_mm,target_a_deg,actual_a_deg,error_a_deg,delta_a_deg,target_b_deg,actual_b_deg,error_b_deg,delta_b_deg,target_c_deg,actual_c_deg,error_c_deg,delta_c_deg,target_j1_deg,actual_j1_deg,error_j1_deg,delta_j1_deg,target_j2_deg,actual_j2_deg,error_j2_deg,delta_j2_deg,target_j3_deg,actual_j3_deg,error_j3_deg,delta_j3_deg,target_j4_deg,actual_j4_deg,error_j4_deg,delta_j4_deg,target_j5_deg,actual_j5_deg,error_j5_deg,delta_j5_deg,target_j6_deg,actual_j6_deg,error_j6_deg,delta_j6_deg
2026-09-19T14:35:53.331+09:00,100.0,2,2,0.3393004862467448,0.3393004862467448,1.0,0.6473810195922851,52.432037353515625,2.457632797999395,0.09869011286485059,0.007897844184742254,True,700.08,700.1044311523438,0.024431152343709073,0.0294189453125,75.41,75.46634674072266,0.05634674072265966,100.06774711608887,466.45,466.5272521972656,0.07725219726563637,0.134307861328125,177.57,177.57398986816406,0.003989868164069321,0.0048828125,-90.0,-89.9931869506836,0.00681304931640625,0.01168060302734375,-180,179.9998016357422,-0.0001983642578125,0.0016632080078125,12.700559616088867,12.70519733428955,0.004637718200683594,15.291019678115845,3.209897994995117,3.213322877883911,0.0034248828887939453,1.4505078792572021,99.10492706298828,99.09490203857422,-0.0100250244140625,-1.5833282470703125,-128.26602172851562,-128.26577758789062,0.000244140625,52.432281494140625,19.421430587768555,19.42223358154297,0.0008029937744140625,6.98516845703125,-230.11398315429688,-230.11639404296875,-0.002410888671875,-50.77496337890625
2026-09-19T14:35:55.132+09:00,200.0,2,2,0.3150019539727105,0.3150019539727105,1.0,1.0,17.8565673828125,1.2962523250025697,0.1445837019066982,0.008941040400844,True,700.08,700.1736450195312,0.09364501953120907,0.0986328125,175.41,175.4608917236328,0.05089172363281591,200.06229209899902,466.45,466.5476989746094,0.09769897460938637,0.154754638671875,177.57,177.57005310058594,5.310058594432121e-05,0.000946044921875,-90.0,-89.99113464355469,0.0088653564453125,0.01373291015625,-180,-179.99884033203125,0.00115966796875,-359.9969787597656,26.27181625366211,26.27289390563965,0.0010776519775390625,28.858716249465942,8.006303787231445,8.020052909851074,0.013749122619628906,6.257237911224365,93.74102783203125,93.7175064086914,-0.02352142333984375,-6.960723876953125,-110.40945434570312,-110.40899658203125,0.000457763671875,70.2890625,30.827123641967773,30.828046798706055,0.00092315673828125,18.390981674194336,-246.59929656982422,-246.60340881347656,-0.00411224365234375,-67.26197814941406
2026-09-19T14:35:56.632+09:00,300.0,2,2,0.29295039706759984,0.29295039706759984,1.0,1.0,10.996330261230469,0.995423957996536,0.14587661181587439,0.006369809325388857,True,700.08,700.1578979492188,0.07789794921870907,0.0828857421875,275.41,275.53155517578125,0.12155517578122499,300.13295555114746,466.45,466.47088623046875,0.02088623046876137,0.07794189453125,177.57,177.57373046875,0.003730468750006821,0.0046234130859375,-90.0,-89.9961166381836,0.00388336181640625,0.00875091552734375,-180,179.99659729003906,-0.0034027099609375,-0.0015411376953125,37.26814651489258,37.27273178100586,0.00458526611328125,39.85855412483215,15.406352043151855,15.423890113830566,0.017538070678710938,13.661075115203857,84.61956787109375,84.59697723388672,-0.02259063720703125,-16.081253051757812,-101.86174011230469,-101.86119079589844,0.00054931640625,78.83686828613281,40.74502182006836,40.74560546875,0.000583648681640625,28.30854034423828,-254.53785705566406,-254.545166015625,-0.0073089599609375,-75.2037353515625
2026-09-19T14:35:58.131+09:00,200.0,2,2,0.3150019539727105,0.3150019539727105,1.0,1.0,10.996330261230469,0.9956013829978474,0.16784730140710766,0.01007619621944303,True,700.08,699.9937744140625,-0.08622558593754093,-0.08123779296875,175.41,175.31935119628906,-0.09064880371093409,199.92075157165527,466.45,466.3381042480469,-0.11189575195311363,-0.054840087890625,177.57,177.56735229492188,-0.002647705078118179,-0.0017547607421875,-90.0,-90.00944519042969,-0.0094451904296875,-0.00457763671875,-180,179.99769592285156,-0.0023040771484375,-0.0004425048828125,26.27181625366211,26.26805877685547,-0.003757476806640625,28.853881120681763,8.006303787231445,7.99291467666626,-0.013389110565185547,6.230099678039551,93.74102783203125,93.7651138305664,0.02408599853515625,-6.913116455078125,-110.40945434570312,-110.41047668457031,-0.0010223388671875,70.28758239746094,30.827123641967773,30.826271057128906,-0.0008525848388671875,18.389205932617188,-246.59929656982422,-246.5954132080078,0.00388336181640625,-67.25398254394531
2026-09-19T14:35:59.931+09:00,100.0,2,2,0.3393004862467448,0.3393004862467448,1.0,0.6473810195922851,17.8565673828125,1.296490206001181,0.12818007830143696,0.0071355511504446354,True,700.08,699.9900512695312,-0.08994873046879093,-0.0849609375,75.41,75.3869400024414,-0.02305999755859034,99.98834037780762,466.45,466.5383605957031,0.08836059570313637,0.145416259765625,177.57,177.5703582763672,0.0003582763671943212,0.001251220703125,-90.0,-89.9931869506836,0.00681304931640625,0.01168060302734375,-180,-179.99790954589844,0.0020904541015625,-359.9960479736328,12.700559616088867,12.700362205505371,-0.00019741058349609375,15.286184549331665,3.209897994995117,3.1958556175231934,-0.014042377471923828,1.4330406188964844,99.10492706298828,99.1117172241211,0.0067901611328125,-1.5665130615234375,-128.26602172851562,-128.26666259765625,-0.000640869140625,52.431396484375,19.421430587768555,19.420900344848633,-0.000530242919921875,6.983835220336914,-230.11398315429688,-230.11328125,0.000701904296875,-50.7718505859375
2026-09-19T14:36:02.831+09:00,0.0,2,2,0.32883580525716144,0.32883580525716144,1.0,0.4145822525024414,52.4326171875,2.3972656430014467,0.13824428064163635,0.011854097406405832,True,700.08,700.0476684570312,-0.03233154296879093,-0.02734375,-24.59,-24.67840576171875,-0.08840576171875014,-0.07700538635253906,466.45,466.3487548828125,-0.10124511718748863,-0.044189453125,177.57,177.56283569335938,-0.007164306640618179,-0.0062713623046875,-90.0,-90.00882720947266,-0.00882720947265625,-0.00395965576171875,-180,-179.99664306640625,0.00335693359375,-359.9947814941406,-2.5850048065185547,-2.5924341678619385,-0.007429361343383789,-0.006611824035644531,1.7619558572769165,1.7600518465042114,-0.0019040107727050781,-0.0027631521224975586,100.67462921142578,100.68450927734375,0.00988006591796875,0.00627899169921875,-180.69863891601562,-180.69924926757812,-0.0006103515625,-0.001190185546875,12.437467575073242,12.43662166595459,-0.0008459091186523438,-0.00044345855712890625,-179.3388214111328,-179.33506774902344,0.003753662109375,0.0063629150390625
2026-09-19T14:36:05.733+09:00,-100.0,2,2,0.34467442830403644,0.34467442830403644,1.0,0.6467904408772787,51.182586669921875,2.39701019900167,0.09505673309742392,0.007798364565054651,True,700.08,700.0890502929688,0.009050292968709073,0.0140380859375,-124.59,-124.67150115966797,-0.08150115966796534,-100.07010078430176,466.45,466.4980773925781,0.04807739257813637,0.105133056640625,177.57,177.56407165527344,-0.005928344726555679,-0.005035400390625,-90.0,-89.99555206298828,0.00444793701171875,0.00931549072265625,-180,-179.99757385253906,0.0024261474609375,-359.99571228027344,-17.584434509277344,-17.59115219116211,-0.006717681884765625,-15.005329847335815,3.9706668853759766,3.9736621379852295,0.0029952526092529297,2.2108471393585205,98.29883575439453,98.29168701171875,-0.00714874267578125,-2.3865432739257812,-231.8812255859375,-231.88153076171875,-0.00030517578125,-51.1834716796875,19.40371322631836,19.404491424560547,0.0007781982421875,6.967426300048828,-129.77894592285156,-129.7752685546875,0.0036773681640625,49.566162109375
2026-09-19T14:36:07.531+09:00,-200.0,2,2,0.3070444530910916,0.3070444530910916,1.0,1.0,17.58277130126953,1.2953311250021216,0.09904011682776108,0.0035803036289831906,True,700.08,700.1612548828125,0.08125488281245907,0.08624267578125,-224.59,-224.6437530517578,-0.05375305175780909,-200.0423526763916,466.45,466.43218994140625,-0.01781005859373863,0.03924560546875,177.57,177.569580078125,-0.0004199218749931788,0.0004730224609375,-90.0,-90.00004577636719,-4.57763671875e-05,0.00482177734375,-180,-179.99644470214844,0.0035552978515625,-359.9945831298828,-30.481008529663086,-30.481874465942383,-0.000865936279296875,-27.89605212211609,9.384930610656738,9.398947715759277,0.014017105102539062,7.636132717132568,92.13642883300781,92.1221923828125,-0.0142364501953125,-8.556037902832031,-249.46399688720703,-249.46473693847656,-0.00074005126953125,-68.76667785644531,30.141592025756836,30.141786575317383,0.000194549560546875,17.704721450805664,-113.44743347167969,-113.44307708740234,0.00435638427734375,65.89835357666016
2026-09-19T14:36:09.032+09:00,-300.0,2,2,0.28257308536105685,0.28257308536105685,1.0,1.0,10.245492935180664,0.9969585969993204,0.10965806710847961,0.005036379840498056,True,700.08,700.1397705078125,0.05977050781245907,0.06475830078125,-324.59,-324.67584228515625,-0.08584228515627501,-300.07444190979004,466.45,466.4170837402344,-0.03291625976561363,0.024139404296875,177.57,177.5684051513672,-0.0015948486328056788,-0.000701904296875,-90.0,-89.99989318847656,0.0001068115234375,0.004974365234375,-180,-179.99522399902344,0.0047760009765625,-359.9933624267578,-40.72650146484375,-40.729244232177734,-0.002742767333984375,-38.14342188835144,17.255897521972656,17.270626068115234,0.014728546142578125,15.507811069488525,82.19287109375,82.17847442626953,-0.01439666748046875,-18.499755859375,-258.27368927001953,-258.2739562988281,-0.00026702880859375,-77.57589721679688,39.266441345214844,39.26736831665039,0.000926971435546875,26.830303192138672,-105.04077911376953,-105.03592681884766,0.004852294921875,74.30550384521484
2026-09-19T14:36:10.533+09:00,-200.0,2,2,0.3070444530910916,0.3070444530910916,1.0,1.0,10.245492935180664,0.9962149179991684,0.17733151948764736,0.009837034357732878,True,700.08,699.976806640625,-0.10319335937504093,-0.09820556640625,-224.59,-224.4927215576172,0.09727844238281591,-199.89132118225098,466.45,466.3435363769531,-0.10646362304686363,-0.049407958984375,177.57,177.57215881347656,0.002158813476569321,0.0030517578125,-90.0,-90.00955200195312,-0.009552001953125,-0.0046844482421875,-180,-179.9990692138672,0.0009307861328125,-359.99720764160156,-30.481008529663086,-30.47842025756836,0.0025882720947265625,-27.892597913742065,9.384930610656738,9.368453979492188,-0.01647663116455078,7.6056389808654785,92.13642883300781,92.16352844238281,0.027099609375,-8.514701843261719,-249.46399688720703,-249.46385192871094,0.00014495849609375,-68.76579284667969,30.141592025756836,30.141342163085938,-0.0002498626708984375,17.70427703857422,-113.44743347167969,-113.45196533203125,-0.0045318603515625,65.88946533203125
