timestamp,trial_id,inspection_point_id,state,grip_event,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,base_fx,base_fy,base_fz,base_tx,base_ty,base_tz,base_dfx,base_dfy,base_dfz,base_dtx,base_dty,base_dtz,tool_fx,tool_fy,tool_fz,tool_tx,tool_ty,tool_tz,tool_dfx,tool_dfy,tool_dfz,tool_dtx,tool_dty,tool_dtz,entry_force_n,entry_depth_mm,pull_force_n,pull_displacement_mm,gripper_width,gripper_state
2026-09-21T16:36:23.009+09:00,TEST_0001_LAN_L2,LAN_L2,PREPARE_SOFT_GRIP,INITIAL_SOFT_GRIP_OPEN_COMMAND,602.364990234375,-36.405517578125,347.65289306640625,113.12611389160156,-136.43084716796875,-147.8588409423828,0.5543,-1.9575,3.9311,-0.8065,-2.9041,0.8868,0.0,0.0,0.0,0.0,0.0,0.0,-3.67,1.9999,-1.4574,-0.8065,-2.9041,0.8868,0.0,0.0,0.0,0.0,0.0,0.0,,,,,15.1,moving
2026-09-21T16:36:23.766+09:00,TEST_0001_LAN_L2,LAN_L2,PREPARE_SOFT_GRIP,INITIAL_SOFT_GRIP_OPEN_REACHED,602.364990234375,-36.405517578125,347.65289306640625,113.12611389160156,-136.43084716796875,-147.8588409423828,0.5327,-1.9331,3.98,-0.8075,-2.9017,0.8896,0.0,0.0,0.0,0.0,0.0,0.0,-3.685,1.9972,-1.5142,-0.8075,-2.9017,0.8896,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.4,holding
2026-09-21T16:36:26.729+09:00,TEST_0001_LAN_L2,LAN_L2,SOFT_GRIP_ENTRY,SOFT_GRIP_COMMAND,601.7998046875,-303.0992126464844,336.8311767578125,90.32511901855469,-89.99798583984375,179.97348022460938,-5.6448,-1.9451,1.2415,-0.5348,-1.9106,1.4304,0.0,0.0,0.0,0.0,0.0,0.0,-1.2388,-5.6563,1.9131,-0.5348,-1.9106,1.4304,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.4,holding
2026-09-21T16:36:26.830+09:00,TEST_0001_LAN_L2,LAN_L2,SOFT_GRIP_ENTRY,ENTRY_MOTION_START_WIDTH_REACHED,601.8001708984375,-303.093017578125,336.8303527832031,90.32528686523438,-89.99830627441406,179.97357177734375,-5.6855,-2.0944,1.2249,-0.5737,-1.8998,1.5035,-0.0407,-0.1493,-0.0166,-0.0389,0.0108,0.0731,-1.2222,-5.6978,2.0622,-0.5737,-1.8998,1.5035,0.0167,-0.0415,0.1491,-0.0389,0.0108,0.0731,,,,,24.9,moving
2026-09-21T16:36:27.861+09:00,TEST_0001_LAN_L2,LAN_L2,SOFT_GRIP_ENTRY,SOFT_GRIP_STABILIZATION_END,601.8032836914062,-303.1984558105469,336.8265686035156,90.3252944946289,-89.99818420410156,179.97308349609375,-5.4721,-1.3453,2.3157,-0.5118,-1.8767,1.4364,0.0,0.0,0.0,0.0,0.0,0.0,-2.3131,-5.4807,1.3143,-0.5118,-1.8767,1.4364,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21.8,holding
2026-09-21T16:36:27.919+09:00,TEST_0001_LAN_L2,LAN_L2,HARD_GRIP,HARD_GRIP_COMMAND,601.8027954101562,-303.1994934082031,336.8265686035156,90.3251953125,-89.99818420410156,179.97308349609375,-5.4642,-1.3774,2.2875,-0.5216,-1.8743,1.4503,0.0,0.0,0.0,0.0,0.0,0.0,-2.2849,-5.473,1.3464,-0.5216,-1.8743,1.4503,0.0,0.0,0.0,0.0,0.0,0.0,,,,,21.8,holding
2026-09-21T16:36:28.923+09:00,TEST_0001_LAN_L2,LAN_L2,HARD_GRIP,HARD_GRIP_STABILIZATION_END,601.8006591796875,-303.1984558105469,336.8266906738281,90.32487487792969,-89.99803161621094,179.97296142578125,-5.3912,0.2063,3.8918,-0.5157,-1.861,1.5692,0.0,0.0,0.0,0.0,0.0,0.0,-3.8892,-5.3918,-0.2367,-0.5157,-1.861,1.5692,0.0,0.0,0.0,0.0,0.0,0.0,,,,,18.9,holding
2026-09-21T16:36:28.958+09:00,TEST_0001_LAN_L2,LAN_L2,PULL_TEST,,601.8006591796875,-303.1984558105469,336.8266906738281,90.32487487792969,-89.99803161621094,179.97296142578125,-5.3912,0.2063,3.8918,-0.5157,-1.861,1.5692,0.0,0.0,0.0,0.0,0.0,0.0,-3.8892,-5.3918,-0.2367,-0.5157,-1.861,1.5692,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,18.9,holding
2026-09-21T16:36:29.013+09:00,TEST_0001_LAN_L2,LAN_L2,PULL_TEST,,601.8003540039062,-303.19744873046875,336.82696533203125,90.3248291015625,-89.99798583984375,179.97296142578125,-5.2822,0.1579,3.7525,-0.5554,-1.8628,1.533,0.109,-0.0484,-0.1393,-0.0397,-0.0018,-0.0361,-3.75,-5.283,-0.1877,-0.5554,-1.8628,1.533,0.1392,0.1088,0.049,-0.0397,-0.0018,-0.0361,,,0.0484,0.001,18.9,holding
2026-09-21T16:36:29.068+09:00,TEST_0001_LAN_L2,LAN_L2,PULL_TEST,,601.7826538085938,-303.1778869628906,336.8329772949219,90.3218994140625,-89.99694061279297,179.9729461669922,-5.2822,0.1579,3.7525,-0.5554,-1.8628,1.533,0.109,-0.0484,-0.1393,-0.0397,-0.0018,-0.0361,-3.75,-5.283,-0.1877,-0.5554,-1.8628,1.533,0.1392,0.1088,0.049,-0.0397,-0.0018,-0.0361,,,0.0484,0.0206,18.9,holding
