timestamp,trial_id,inspection_point_id,state,grip_event,tcp_x,tcp_y,tcp_z,tcp_rx,tcp_ry,tcp_rz,base_fx,base_fy,base_fz,base_tx,base_ty,base_tz,base_dfx,base_dfy,base_dfz,base_dtx,base_dty,base_dtz,tool_fx,tool_fy,tool_fz,tool_tx,tool_ty,tool_tz,tool_dfx,tool_dfy,tool_dfz,tool_dtx,tool_dty,tool_dtz,entry_force_n,entry_depth_mm,pull_force_n,pull_displacement_mm,gripper_width,gripper_state
2026-09-21T12:16:59.972+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,SOFT_GRIP_COMMAND,673.2550659179688,60.52482604980469,486.6947937011719,178.59796142578125,-89.77848052978516,-179.94236755371094,-3.2593,-2.7095,0.9829,0.2399,-0.0059,0.0009,0.0412,0.0238,0.0026,0.0339,-0.0008,0.0001,-0.998,-2.7875,-3.1882,0.2399,-0.0059,0.0009,-0.0024,0.0248,0.0406,0.0339,-0.0008,0.0001,,,,,109.2,moving
2026-09-21T12:17:04.837+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,ENTRY_MOTION_START_WIDTH_REACHED,673.0978393554688,60.381561279296875,486.8197021484375,178.58973693847656,-89.76860046386719,-179.9510498046875,-2.9708,-2.4459,-0.9015,0.4209,-0.0104,0.0017,0.3297,0.2874,-1.8818,0.2149,-0.0053,0.0009,0.8876,-2.5191,-2.9133,0.4209,-0.0104,0.0017,1.8832,0.2932,0.3155,0.2149,-0.0053,0.0009,,,,,19.8,moving
2026-09-21T12:17:04.868+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.0984497070312,60.38166809082031,486.81854248046875,178.58975219726562,-89.7686996459961,-179.95106506347656,-2.9708,-2.4459,-0.9015,0.4209,-0.0104,0.0017,0.3297,0.2874,-1.8818,0.2149,-0.0053,0.0009,0.8876,-2.5191,-2.9133,0.4209,-0.0104,0.0017,1.8832,0.2932,0.3155,0.2149,-0.0053,0.0009,0.3297,-0.1618,,,19.6,moving
2026-09-21T12:17:04.924+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.1015014648438,60.382877349853516,486.8121337890625,178.58985900878906,-89.76927947998047,-179.951171875,-2.9708,-2.4459,-0.9015,0.4209,-0.0104,0.0017,0.3297,0.2874,-1.8818,0.2149,-0.0053,0.0009,1.7946,-2.6382,-2.4411,0.3994,-0.0098,0.0016,2.7902,0.1741,0.7877,0.1934,-0.0048,0.0008,0.3297,-0.1588,,,19.3,moving
2026-09-21T12:17:04.979+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.1484375,60.3922004699707,486.7248840332031,178.58999633789062,-89.77647399902344,-179.95310974121094,-2.498,-2.576,-1.8067,0.3994,-0.0098,0.0016,0.8025,0.1573,-2.787,0.1934,-0.0048,0.0008,1.7946,-2.6382,-2.4411,0.3994,-0.0098,0.0016,2.7902,0.1741,0.7877,0.1934,-0.0048,0.0008,0.8025,-0.1118,,,19.1,moving
2026-09-21T12:17:05.036+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.2952880859375,60.429931640625,486.4862060546875,178.5926513671875,-89.79576873779297,-179.96705627441406,-4.2413,-3.0226,-1.7592,0.4475,-0.011,0.0017,-0.9408,-0.2893,-2.7395,0.2415,-0.006,0.0009,1.742,-3.127,-4.1722,0.4475,-0.011,0.0017,2.7376,-0.3147,-0.9434,0.2415,-0.006,0.0009,0.9408,0.035,,,18.8,moving
2026-09-21T12:17:05.092+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,673.5861206054688,60.45777893066406,486.2774963378906,178.59573364257812,-89.8141860961914,-179.9782257080078,-4.2413,-3.0226,-1.7592,0.4475,-0.011,0.0017,-0.9408,-0.2893,-2.7395,0.2415,-0.006,0.0009,1.742,-3.127,-4.1722,0.4475,-0.011,0.0017,2.7376,-0.3147,-0.9434,0.2415,-0.006,0.0009,0.9408,0.3259,,,18.8,moving
2026-09-21T12:17:05.150+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,674.0977172851562,60.47027587890625,486.3666076660156,178.59640502929688,-89.8080825805664,-179.97219848632812,-5.8856,-3.0238,-1.2271,0.4431,-0.0109,0.0015,-2.5851,-0.2905,-2.2074,0.2371,-0.0058,0.0007,1.2068,-3.1675,-5.8138,0.4431,-0.0109,0.0015,2.2024,-0.3553,-2.5849,0.2371,-0.0058,0.0007,2.5851,0.8375,,,18.6,moving
2026-09-21T12:17:05.206+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,674.669677734375,60.48530960083008,486.3348388671875,178.59725952148438,-89.8119125366211,-179.96531677246094,-5.8856,-3.0238,-1.2271,0.4431,-0.0109,0.0015,-2.5851,-0.2905,-2.2074,0.2371,-0.0058,0.0007,1.2068,-3.1675,-5.8138,0.4431,-0.0109,0.0015,2.2024,-0.3553,-2.5849,0.2371,-0.0058,0.0007,2.5851,1.4094,,,18.6,moving
2026-09-21T12:17:05.262+09:00,TEST_0001_TEST_P01,TEST_P01,SOFT_GRIP_ENTRY,,675.2448120117188,60.5045051574707,486.31756591796875,178.59857177734375,-89.8143310546875,-179.96360778808594,-6.0916,-2.8337,-1.378,0.3998,-0.0098,0.0013,-2.7911,-0.1003,-2.3583,0.1938,-0.0048,0.0005,1.3562,-2.9827,-6.0249,0.3998,-0.0098,0.0013,2.3519,-0.1704,-2.7961,0.1938,-0.0048,0.0005,2.7911,1.9846,,,18.6,moving
